-159.59631	52.801388	66.95614	-4704.61
-159.60173	52.811836	68.17352	-4709.7656
-159.60715	52.822285	69.39091	-4715.2114
-159.61256	52.83273	70.60829	-4718.4404
-159.61798	52.843178	71.825676	-4722.0723
-159.62341	52.853622	73.04306	-4723.921
-159.62883	52.86407	74.260445	-4725.2437
-159.63426	52.874516	75.47783	-4724.585
-159.6397	52.884964	76.69521	-4722.9194
-159.64513	52.89541	77.9126	-4721.459
-159.65057	52.905853	79.12998	-4720.2114
-159.656	52.916298	80.34737	-4718.7075
-159.66145	52.926743	81.56475	-4717.5283
-159.6669	52.937187	82.782135	-4718.283
-159.67235	52.94763	83.99952	-4721.4546
-159.6778	52.958076	85.2169	-4725.824
-159.68326	52.96852	86.43429	-4732.9873
-159.6887	52.978962	87.65167	-4741.664
-159.69417	52.989407	88.86906	-4751.9717
-159.69963	52.999847	90.08644	-4764.8906
-159.7051	53.010292	91.303825	-4774.44
-159.71056	53.020733	92.52121	-4765.3164
-159.71603	53.031178	93.738594	-4767.152
-159.72151	53.04162	94.95598	-4772.196
-159.72697	53.05206	96.17336	-4770.8457
-159.73245	53.0625	97.39075	-4775.742
-159.73795	53.072945	98.60813	-4784.427
-159.74342	53.083385	99.825516	-4791.603
-159.7489	53.093826	101.0429	-4801.6753
-159.7544	53.104267	102.260284	-4813.028
-159.75989	53.114704	103.47767	-4816.802
-159.76538	53.125145	104.69505	-4820.118
-159.77087	53.135586	105.91244	-4835.0728
-159.77637	53.146027	107.12982	-4847.32
-159.78188	53.156464	108.347206	-4860.8105
-159.78738	53.166904	109.56459	-4873.145
-159.7929	53.17734	110.781975	-4883.5435
-159.7984	53.18778	111.99936	-4891.024
-159.80391	53.19822	113.21674	-4897.841
-159.80942	53.208656	114.43413	-4907.3184
-159.81494	53.219093	115.65151	-4919.0874
-159.82047	53.22953	116.8689	-4931.628
-159.82599	53.239967	118.08628	-4947.5005
-159.83151	53.250404	119.303665	-4985.561
-159.83704	53.26084	120.52105	-5037.182
-159.84258	53.27128	121.738434	-5066.669
-159.8481	53.281715	122.95582	-5101.434
-159.85364	53.292152	124.1732	-5123.432
-159.85918	53.302586	125.39059	-5151.328
-159.86472	53.313023	126.60797	-5168.636
-159.87027	53.323456	127.825356	-5190.3843
-159.87581	53.333893	129.04274	-5195.871
-159.88136	53.344326	130.26013	-5203.5527
-159.88692	53.35476	131.47752	-5217.9634
-159.89247	53.365196	132.69492	-5239.2944
-159.89803	53.37563	133.91231	-5242.143
-159.9036	53.386063	135.1297	-5295.0586
-159.90915	53.396496	136.34709	-5410.218
-159.91472	53.40693	137.56448	-5513.293
-159.92029	53.417362	138.78188	-5583.146
-159.92586	53.427795	139.99927	-5639.0938
-159.93144	53.43823	141.21666	-5703.145
-159.93701	53.448658	142.43405	-5767.5806
-159.9426	53.45909	143.65144	-5819.2764
-159.94818	53.46952	144.86884	-5856.2573
-159.95377	53.479954	146.08623	-5878.4487
-159.95935	53.490383	147.30362	-5890.16
-159.96495	53.500816	148.52101	-5916.656
-159.97054	53.511246	149.7384	-5991.97
-159.97614	53.521675	150.9558	-6071.5596
-159.98174	53.532104	152.17319	-6162.331
-159.98734	53.542534	153.39058	-6252.777
-159.99294	53.552963	154.60797	-6328.3877
-159.99855	53.563393	155.82536	-6373.413
-160.00417	53.573822	157.04276	-6393.3174
-160.00977	53.58425	158.26015	-6505.6357
-160.01538	53.59468	159.47754	-6629.5645
-160.02101	53.60511	160.69493	-6687.61
-160.02663	53.615536	161.91232	-6591.997
-160.03226	53.625965	163.12971	-6381.2256
-160.03787	53.63639	164.3471	-6278.093
-160.0435	53.64682	165.5645	-6240.5137
-160.04915	53.657246	166.78189	-6059.081
-160.05478	53.66767	167.99928	-5851.3613
-160.06041	53.678097	169.21667	-5698.4727
-160.06606	53.688522	170.43407	-5653.752
-160.0717	53.698948	171.65146	-5627.375
-160.07735	53.709373	172.86885	-5625.497
-160.083	53.7198	174.08624	-5644.155
-160.08865	53.730225	175.30363	-5603.8364
-160.0943	53.74065	176.52103	-5322.1953
-160.09996	53.751076	177.73842	-5062.4136
-160.10562	53.761497	178.95581	-4859.225
-160.11128	53.771923	180.1732	-4713.1855
-160.11696	53.782345	181.3906	-4582.397
-160.12262	53.79277	182.60799	-4405.282
-160.1283	53.803192	183.82538	-4304.5737
-160.13397	53.813614	185.04277	-4272.501
-160.13965	53.82404	186.26016	-4239.946
-160.14532	53.83446	187.47755	-4164.947
-160.151	53.844883	188.69495	-4108.6216
-160.1567	53.855305	189.91234	-4033.5022
-160.16238	53.865726	191.12973	-3957.6917
-160.16808	53.87615	192.34712	-3853.6616
-160.17377	53.886566	193.56451	-3718.5054
-160.17947	53.896988	194.7819	-3592.1892
-160.18517	53.90741	195.9993	-3509.1475
-160.19087	53.917828	197.21669	-3478.0723
-160.19658	53.92825	198.43408	-3417.3884
-160.20229	53.938667	199.65147	-3424.0715
-160.208	53.94909	200.86887	-3394.4717
-160.21371	53.959507	202.08626	-3367.4258
-160.21942	53.969925	203.30365	-3332.5146
-160.22514	53.980343	204.52104	-3246.0898
-160.23087	53.99076	205.73843	-3129.593
-160.2366	54.00118	206.95583	-3015.9976
-160.24232	54.011597	208.17322	-2897.958
-160.24806	54.022015	209.39061	-2638.3347
-160.25378	54.032433	210.608	-2297.4941
-160.25952	54.04285	211.8254	-2121.3042
-160.26527	54.053265	213.04279	-2092.7852
-160.27101	54.063683	214.26018	-2052.4133
-160.27676	54.074097	215.47757	-2040.1526
-160.2825	54.084515	216.69496	-2044.9185
-160.28825	54.09493	217.91235	-2018.8861
-160.294	54.105343	219.12975	-1875.3761
-160.29977	54.11576	220.34714	-1698.6925
-160.30553	54.126175	221.56453	-1591.3645
-160.3113	54.13659	222.78192	-1537.9482
-160.31706	54.147003	223.99931	-1510.2178
-160.32283	54.157417	225.2167	-1532.4972
-160.3286	54.16783	226.4341	-1597.014
-160.33438	54.17824	227.65149	-1658.9375
-160.34015	54.188656	228.86888	-1707.7891
-160.34593	54.19907	230.08627	-1422.5857
-160.35172	54.20948	231.30367	-798.0479
-160.35751	54.219894	232.52106	-543.2591
-160.3633	54.230305	233.73845	-560.10205
-160.3691	54.24072	234.95584	-557.2197
-160.37488	54.25113	236.17323	-511.5628
-160.38068	54.26154	237.39062	-453.44513
-160.38649	54.27195	238.60802	-388.81586
-160.39229	54.28236	239.82541	-330.33453
-160.39809	54.29277	241.0428	-265.82285
-160.4039	54.30318	242.2602	-210.80237
-160.40971	54.31359	243.47758	-168.6934
-160.41553	54.324	244.69498	-139.33119
-160.42136	54.334408	245.91237	-124.04255
-160.42717	54.34482	247.12976	-120.24141
-160.433	54.35523	248.34715	-121.346
-160.43883	54.365635	249.56454	-123.5623
-160.44466	54.37604	250.78194	-125.38443
-160.45049	54.38645	251.99933	-127.08378
-160.45633	54.39686	253.21672	-129.33417
-160.46217	54.407265	254.43411	-133.38693
-160.468	54.41767	255.6515	-131.38066
-160.47386	54.428078	256.8689	-124.894745
-160.4797	54.438484	258.08627	-120.41371
-160.48555	54.44889	259.30365	-123.877464
-160.49141	54.459297	260.52103	-136.57655
-160.49727	54.469704	261.7384	-143.53984
-160.50313	54.480106	262.95578	-138.71246
-160.50899	54.490513	264.17316	-123.72953
-160.51486	54.500916	265.39053	-107.822014
-160.52072	54.511322	266.6079	-100.04134
-160.5266	54.521725	267.8253	-117.37201
-160.53247	54.53213	269.04266	-134.40155
-160.53835	54.542534	270.26004	-142.94984
-160.54424	54.552937	271.47742	-144.10716
-160.55011	54.56334	272.6948	-141.69327
-160.556	54.573742	273.91217	-138.4821
-160.56189	54.584145	275.12955	-135.13373
-160.5678	54.594547	276.34692	-131.59918
-160.57368	54.604946	277.5643	-129.27383
-160.57959	54.61535	278.78168	-125.11582
-160.58548	54.62575	279.99905	-122.31045
-160.59138	54.63615	281.21643	-119.220604
-160.5973	54.646553	282.4338	-116.225525
-160.60321	54.65695	283.65118	-113.696526
-160.60913	54.66735	284.86856	-111.64711
-160.61504	54.677753	286.08594	-110.669815
-160.62096	54.688152	287.3033	-109.96473
-160.62689	54.69855	288.5207	-109.14735
-160.63281	54.70895	289.73807	-108.920494
-160.63875	54.71935	290.95544	-109.3151
-160.64467	54.729748	292.17282	-109.06783
-160.6506	54.740143	293.3902	-108.59029
-160.65656	54.75054	294.60757	-108.136
-160.66249	54.76094	295.82495	-108.42689
-160.66844	54.771336	297.04233	-109.284706
-160.67438	54.781734	298.2597	-109.94175
-160.68033	54.79213	299.47708	-110.36102
-160.6863	54.80253	300.69446	-109.63255
-160.69225	54.812923	301.91183	-106.21527
-160.69821	54.82332	303.1292	-100.71692
-160.70416	54.833714	304.3466	-91.61801
-160.71013	54.84411	305.56396	-80.29413
-160.71611	54.854504	306.78134	-70.36079
-160.72208	54.8649	307.99872	-65.13157
-160.72806	54.875294	309.2161	-67.539604
-160.73402	54.885685	310.43347	-72.7041
-160.74	54.89608	311.65085	-74.81841
-160.746	54.906475	312.86823	-73.903175
-160.75198	54.916866	314.0856	-71.05428
-160.75798	54.927258	315.30298	-72.59971
-160.76398	54.937653	316.52036	-83.024956
-160.76997	54.948044	317.73773	-91.52472
-160.77597	54.958435	318.9551	-97.01996
-160.78197	54.968826	320.1725	-97.23045
-160.78798	54.979218	321.38986	-93.087456
-160.79399	54.98961	322.60724	-87.24167
-160.8	55.0	323.82462	-84.59672
