-159.30246	52.226402	0.0	-4721.0317
-159.30772	52.236866	1.2173843	-4721.559
-159.313	52.247326	2.4347687	-4723.662
-159.31828	52.257786	3.652153	-4733.335
-159.32356	52.268246	4.8695374	-4742.1807
-159.32886	52.278706	6.0869217	-4742.543
-159.33414	52.289165	7.304306	-4742.068
-159.33943	52.299625	8.52169	-4743.3994
-159.34473	52.31008	9.739075	-4741.2666
-159.35002	52.32054	10.956459	-4740.191
-159.35532	52.331	12.173843	-4733.355
-159.36061	52.341457	13.391228	-4715.1465
-159.36592	52.351917	14.608612	-4699.4673
-159.37122	52.362373	15.825996	-4693.881
-159.37653	52.372833	17.04338	-4721.4253
-159.38184	52.38329	18.260765	-4729.4136
-159.38715	52.393745	19.47815	-4709.0337
-159.39247	52.404205	20.695534	-4698.699
-159.39778	52.41466	21.912918	-4696.0303
-159.4031	52.425117	23.130302	-4696.023
-159.40842	52.435574	24.347687	-4696.703
-159.41374	52.44603	25.565071	-4697.1606
-159.41908	52.456486	26.782455	-4696.429
-159.42441	52.46694	27.99984	-4694.0283
-159.42973	52.477398	29.217224	-4692.4
-159.43507	52.48785	30.434608	-4692.9834
-159.44041	52.498306	31.651993	-4694.8276
-159.44576	52.50876	32.869377	-4695.9805
-159.4511	52.519215	34.08676	-4694.9985
-159.45644	52.529667	35.304146	-4693.712
-159.46179	52.540123	36.52153	-4696.9434
-159.46713	52.550575	37.738914	-4712.2085
-159.47249	52.56103	38.9563	-4727.229
-159.47784	52.571484	40.173683	-4727.5503
-159.4832	52.581936	41.391068	-4716.9834
-159.48856	52.59239	42.60845	-4682.475
-159.49393	52.60284	43.825836	-4673.9087
-159.49928	52.613293	45.04322	-4674.8916
-159.50465	52.623745	46.260605	-4676.3003
-159.51003	52.634197	47.47799	-4676.687
-159.5154	52.644646	48.695374	-4674.691
-159.52078	52.655098	49.912758	-4671.9976
-159.52615	52.66555	51.130142	-4668.215
-159.53154	52.676	52.347527	-4664.686
-159.53693	52.68645	53.56491	-4663.0337
-159.54231	52.6969	54.782295	-4664.999
-159.5477	52.70735	55.99968	-4667.8965
-159.55309	52.7178	57.217064	-4672.622
-159.55849	52.72825	58.43445	-4680.046
-159.56387	52.7387	59.651833	-4688.0195
-159.56927	52.74915	60.869217	-4694.286
-159.57468	52.759598	62.0866	-4694.006
-159.58008	52.770046	63.303986	-4695.8223
-159.5855	52.780495	64.52137	-4697.6797
-159.5909	52.790943	65.738754	-4700.6206
