10	4	13	0	0	0	0	0	0	0	0	0	0	0	0.025542	4.2313	8.7315	10.406	8.8566	7.5132	6.5594	5.9465	5.4069	5.0111	4.6729	4.52	4.3515	4.2604	4.1757	4.128	4.023	4.0597	4.0558	4.1804	4.2303	4.5466	5.5425	6.3232	0.28621	0	0	0	0	0	0	0	0	0	0	0	0
10	4	17	0	0	0	0	0	0	0	0	0	0	0	0.025544	4.24	9.0107	12.016	11.33	9.9395	8.7037	7.9159	7.1869	6.69	6.2327	6.0243	5.7885	5.6798	5.5679	5.5032	5.3634	5.4107	5.406	5.5676	5.616	6.052	7.4542	7.2984	0.28746	0	0	0	0	0	0	0	0	0	0	0	0
10	4	21	0	0	0	0	0	0	0	0	0	0	0	0.025546	4.2428	9.0948	12.821	13.105	12.034	10.655	9.7772	8.8647	8.2976	7.7278	7.464	7.1616	7.0376	6.8946	6.8165	6.6444	6.7041	6.6963	6.8899	6.9265	7.4742	8.747	7.6755	0.28757	0	0	0	0	0	0	0	0	0	0	0	0
10	4	25	0	0	0	0	0	0	0	0	0	0	0	0.025548	4.2437	9.1278	13.221	14.275	13.691	12.375	11.5	10.438	9.8283	9.1549	8.844	8.4716	8.337	8.1669	8.0737	7.8705	7.9397	7.9295	8.1528	8.1597	8.7996	9.42	7.8783	0.28758	0	0	0	0	0	0	0	0	0	0	0	0
10	4	29	0	0	0	0	0	0	0	0	0	0	0	0.02555	4.2443	9.1438	13.421	15.035	14.922	13.84	13.036	11.873	11.265	10.512	10.165	9.7204	9.5795	9.3853	9.2801	9.0349	9.1248	9.1051	9.3592	9.3105	9.9518	9.8378	7.9836	0.28762	0	0	0	0	0	0	0	0	0	0	0	0
10	4	33	0	0	0	0	0	0	0	0	0	0	0	0.025552	4.2449	9.1558	13.524	15.531	15.81	15.053	14.359	13.169	12.592	11.779	11.42	10.906	10.764	10.543	10.43	10.135	10.24	10.213	10.478	10.361	10.85	10.104	8.0406	0.28763	0	0	0	0	0	0	0	0	0	0	0	0
10	5	13	0	0	0	0	0	0	0	0	0	0	0	0.02556	4.2461	8.567	9.5193	7.7978	6.5544	5.7269	5.1913	4.7416	4.3875	4.0962	3.9643	3.8247	3.7443	3.6723	3.6322	3.5441	3.5757	3.5735	3.6795	3.7386	4.0237	4.9864	5.8398	0.28738	0	0	0	0	0	0	0	0	0	0	0	0
10	5	17	0	0	0	0	0	0	0	0	0	0	0	0.025563	4.2532	8.9833	11.479	10.224	8.7812	7.6566	6.9498	6.3404	5.8844	5.4876	5.3069	5.1163	5.0117	4.9185	4.8619	4.7468	4.7851	4.7823	4.9271	4.9902	5.3818	6.9053	7.2058	0.28799	0	0	0	0	0	0	0	0	0	0	0	0
10	5	21	0	0	0	0	0	0	0	0	0	0	0	0.025565	4.2575	9.121	12.537	12.175	10.824	9.4868	8.6454	7.88	7.3419	6.8326	6.603	6.3536	6.2362	6.121	6.0508	5.9051	5.9562	5.9538	6.128	6.199	6.7184	8.4734	7.7114	0.28886	0	0	0	0	0	0	0	0	0	0	0	0
10	5	25	0	0	0	0	0	0	0	0	0	0	0	0.025567	4.2586	9.173	13.119	13.595	12.594	11.168	10.261	9.3352	8.7504	8.1412	7.8579	7.5487	7.4231	7.2838	7.2	7.0297	7.0892	7.0883	7.2922	7.3618	8.0056	9.3565	7.9847	0.28888	0	0	0	0	0	0	0	0	0	0	0	0
10	5	29	0	0	0	0	0	0	0	0	0	0	0	0.025569	4.2596	9.2	13.431	14.58	14.028	12.676	11.779	10.713	10.109	9.4055	9.0748	8.7029	8.5707	8.4099	8.3123	8.116	8.1861	8.1911	8.4201	8.4711	9.2282	9.8886	8.1423	0.28891	0	0	0	0	0	0	0	0	0	0	0	0
10	5	33	0	0	0	0	0	0	0	0	0	0	0	0.025571	4.2603	9.2125	13.6	15.258	15.141	13.997	13.165	12.004	11.408	10.633	10.259	9.8181	9.6831	9.5	9.3952	9.1628	9.2591	9.2511	9.5189	9.537	10.346	10.242	8.2295	0.28896	0	0	0	0	0	0	0	0	0	0	0	0
10	6	13	0	0	0	0	0	0	0	0	0	0	0	0.025572	4.255	8.3515	8.6557	6.9569	5.8131	5.0818	4.6058	4.2194	3.9015	3.6451	3.5293	3.4078	3.3378	3.2757	3.2411	3.1647	3.193	3.192	3.2846	3.3492	3.6034	4.5137	5.3394	0.28815	0	0	0	0	0	0	0	0	0	0	0	0
10	6	17	0	0	0	0	0	0	0	0	0	0	0	0.025575	4.2617	8.9088	10.893	9.2622	7.845	6.8266	6.1928	5.673	5.2501	4.8988	4.7386	4.5805	4.4806	4.4002	4.3509	4.2539	4.2857	4.2842	4.4138	4.4923	4.8405	6.364	6.9851	0.28861	0	0	0	0	0	0	0	0	0	0	0	0
10	6	21	0	0	0	0	0	0	0	0	0	0	0	0.025578	4.2669	9.1107	12.159	11.251	9.7808	8.5232	7.7337	7.0755	6.5766	6.1192	5.9137	5.7033	5.5912	5.4961	5.4309	5.3066	5.3492	5.3495	5.5097	5.5962	6.083	8.0492	7.6686	0.28972	0	0	0	0	0	0	0	0	0	0	0	0
10	6	25	0	0	0	0	0	0	0	0	0	0	0	0.02558	4.2687	9.1896	12.907	12.825	11.551	10.126	9.2332	8.4248	7.8732	7.3147	7.0587	6.7958	6.6758	6.5631	6.4851	6.3356	6.3888	6.3929	6.5834	6.6814	7.3093	9.1642	7.9995	0.2898	0	0	0	0	0	0	0	0	0	0	0	0
10	6	29	0	0	0	0	0	0	0	0	0	0	0	0.025582	4.2697	9.2271	13.341	13.99	13.079	11.604	10.672	9.7199	9.1419	8.494	8.1798	7.8581	7.7353	7.6008	7.5112	7.3425	7.4112	7.4141	7.6283	7.7412	8.5436	9.8059	8.2029	0.28988	0	0	0	0	0	0	0	0	0	0	0	0
10	6	33	0	0	0	0	0	0	0	0	0	0	0	0.025585	4.2704	9.2462	13.587	14.83	14.336	12.947	12.034	10.96	10.368	9.6381	9.275	8.8952	8.7695	8.6149	8.513	8.3223	8.4043	8.4128	8.666	8.7768	9.7165	10.241	8.3238	0.28982	0	0	0	0	0	0	0	0	0	0	0	0
