10	4	13	26.303	2.8893	-168.75
10	4	17	33.32	3.6137	-165.01
10	4	21	39.319	4.2224	-165.89
10	4	25	44.475	4.7376	-169.45
10	4	29	48.913	5.1752	-174.38
10	4	33	52.708	5.5471	-180.54
10	5	13	27.513	2.6005	-167
10	5	17	35.111	3.2922	-164.01
10	5	21	41.718	3.8882	-165.83
10	5	25	47.497	4.4051	-170.68
10	5	29	52.577	4.856	-177.58
10	5	33	57.037	5.2508	-187.49
10	6	13	28.399	2.366	-165.88
10	6	17	36.426	3.0216	-163.55
10	6	21	43.48	3.5982	-166.23
10	6	25	49.72	4.1074	-172.11
10	6	29	55.261	4.5583	-181.18
10	6	33	60.194	4.9613	-193.29
10	7	13	29.078	2.173	-165.13
10	7	17	37.431	2.7936	-163.3
10	7	21	44.837	3.3491	-166.55
10	7	25	51.433	3.8462	-173.39
10	7	29	57.327	4.2922	-184.54
10	7	33	62.623	4.6949	-198.12
10	8	13	29.608	2.0118	-164.55
10	8	17	38.216	2.5992	-163.02
10	8	21	45.907	3.1339	-166.86
10	8	25	52.79	3.6175	-174.63
10	8	29	58.972	4.0561	-187.47
10	8	33	64.551	4.4551	-202.74
10	9	13	30.035	1.8759	-164.1
10	9	17	38.83	2.4322	-162.8
10	9	21	46.75	2.946	-167.12
10	9	25	53.868	3.4155	-175.84
10	9	29	60.298	3.8458	-189.64
10	9	33	66.113	4.2399	-207.03
25	4	13	46.952	4.9506	-464.31
25	4	17	55.667	5.8126	-488.55
25	4	21	61.447	6.3861	-519.83
25	4	25	65.155	6.7597	-547
25	4	29	67.515	7.0015	-568.07
25	4	33	69.033	7.1592	-583
25	5	13	50.571	4.6432	-465.92
25	5	17	60.867	5.563	-505.06
25	5	21	68.244	6.2238	-555.86
25	5	25	73.345	6.6892	-601.9
25	5	29	76.804	7.0124	-640.24
25	5	33	79.14	7.2359	-670.15
25	6	13	53.251	4.3569	-469.1
25	6	17	64.7	5.299	-519.98
25	6	21	73.282	6.0108	-586.59
25	6	25	79.527	6.5409	-653.53
25	6	29	83.955	6.9297	-706.75
25	6	33	87.054	7.2113	-749.62
25	7	13	55.334	4.0999	-473.22
25	7	17	67.653	5.0458	-534.4
25	7	21	77.121	5.7878	-613.74
25	7	25	84.239	6.3639	-692.75
25	7	29	89.454	6.8031	-763.12
25	7	33	93.202	7.1328	-818.42
25	8	13	56.991	3.8716	-477.24
25	8	17	69.994	4.812	-546.7
25	8	21	80.154	5.5707	-637.73
25	8	25	87.945	6.1787	-727.37
25	8	29	93.778	6.6565	-808.4
25	8	33	98.063	7.0269	-868.29
25	9	13	58.326	3.667	-480.77
25	9	17	71.903	4.5984	-556.87
25	9	21	82.604	5.366	-655.51
25	9	25	90.907	5.996	-756.7
25	9	29	97.231	6.5041	-841.82
25	9	33	101.94	6.9082	-906.66
40	4	13	57.955	6.0191	-812.88
40	4	17	64.726	6.7041	-865.02
40	4	21	68.134	7.0586	-900.32
40	4	25	69.894	7.2451	-920.38
40	4	29	70.826	7.3447	-931.28
40	4	33	71.33	7.3994	-937.47
40	5	13	63.946	5.8147	-840.31
40	5	17	72.937	6.6358	-925.92
40	5	21	77.907	7.1073	-987.8
40	5	25	80.64	7.376	-1027.7
40	5	29	82.191	7.5318	-1050.2
40	5	33	83.083	7.6228	-1063.6
40	6	13	68.399	5.5777	-866.99
40	6	17	79.169	6.4913	-981.84
40	6	21	85.533	7.0584	-1067.6
40	6	25	89.2	7.4036	-1123.6
40	6	29	91.327	7.6134	-1158.7
40	6	33	92.6	7.7426	-1178.6
40	7	13	71.836	5.3414	-888.37
40	7	17	83.948	6.3177	-1025.6
40	7	21	91.451	6.9609	-1133.9
40	7	25	95.93	7.3727	-1201.8
40	7	29	98.576	7.6339	-1241.2
40	7	33	100.18	7.7994	-1266.4
40	8	13	74.563	5.1169	-906.61
40	8	17	87.723	6.1354	-1062.1
40	8	21	96.134	6.8387	-1183.4
40	8	25	101.3	7.3089	-1258.4
40	8	29	104.39	7.616	-1305.7
40	8	33	106.26	7.8161	-1335.8
40	9	13	76.796	4.9074	-923.31
40	9	17	90.745	5.9545	-1092.9
40	9	21	99.894	6.7059	-1219.9
40	9	25	105.6	7.2251	-1304.2
40	9	29	109.05	7.5754	-1357.1
40	9	33	111.14	7.8078	-1389.6
55	4	13	63.704	6.5868	-1167
55	4	17	68.349	7.0745	-1216.4
55	4	21	70.315	7.2863	-1239.9
55	4	25	71.188	7.3813	-1250.7
55	4	29	71.579	7.4259	-1255.8
55	4	33	71.74	7.4464	-1257.9
55	5	13	71.703	6.5055	-1226.1
55	5	17	78.367	7.1428	-1309.6
55	5	21	81.419	7.4488	-1356.1
55	5	25	82.885	7.5993	-1378
55	5	29	83.611	7.6754	-1389.5
55	5	33	83.979	7.7156	-1395.5
55	6	13	77.785	6.3527	-1277.6
55	6	17	86.259	7.1134	-1394.8
55	6	21	90.338	7.5078	-1458
55	6	25	92.371	7.7145	-1490.5
55	6	29	93.424	7.8244	-1506.9
55	6	33	93.988	7.8844	-1516.5
55	7	13	82.48	6.1729	-1322.1
55	7	17	92.419	7.0326	-1464.2
55	7	21	97.406	7.5073	-1538.6
55	7	25	99.931	7.7672	-1577.5
55	7	29	101.27	7.9116	-1598.9
55	7	33	101.99	7.9927	-1610.9
55	8	13	86.187	5.9874	-1356.4
55	8	17	97.32	6.925	-1514.6
55	8	21	103.08	7.4709	-1600.4
55	8	25	106	7.7802	-1647.4
55	8	29	107.54	7.9572	-1672.3
55	8	33	108.38	8.0594	-1685.7
55	9	13	89.19	5.8032	-1385.5
55	9	17	101.27	6.8047	-1553.9
55	9	21	107.63	7.4126	-1651.1
55	9	25	110.89	7.7689	-1702.3
55	9	29	112.56	7.9767	-1728.8
55	9	33	113.49	8.0988	-1744.3
70	4	13	66.746	6.8961	-1496.8
70	4	17	69.956	7.2431	-1534.5
70	4	21	71.148	7.3745	-1548.7
70	4	25	71.599	7.427	-1554.5
70	4	29	71.758	7.4489	-1556.4
70	4	33	71.894	7.4649	-1557.5
70	5	13	76.143	6.9153	-1575.8
70	5	17	80.93	7.3933	-1646.5
70	5	21	82.871	7.5945	-1675.7
70	5	25	83.698	7.6824	-1688.8
70	5	29	84.061	7.7232	-1694.7
70	5	33	84.227	7.7433	-1697.3
70	6	13	83.492	6.8443	-1652.3
70	6	17	89.757	7.4422	-1743.9
70	6	21	92.398	7.7126	-1785.4
70	6	25	93.581	7.8385	-1803.4
70	6	29	94.141	7.8994	-1812.8
70	6	33	94.414	7.9309	-1817.5
70	7	13	89.213	6.7293	-1710.2
70	7	17	96.76	7.4324	-1822.7
70	7	21	100	7.769	-1871.4
70	7	25	101.49	7.9333	-1895
70	7	29	102.21	8.0152	-1906.8
70	7	33	102.58	8.0586	-1912.6
70	8	13	93.757	6.5917	-1756.1
70	8	17	102.38	7.3883	-1881.6
70	8	21	106.12	7.7858	-1941.2
70	8	25	107.82	7.9868	-1968.4
70	8	29	108.65	8.0898	-1982
70	8	33	109.07	8.1444	-1989
70	9	13	97.411	6.4464	-1792.7
70	9	17	106.89	7.3224	-1931.6
70	9	21	111.03	7.778	-1996.6
70	9	25	112.88	8.0135	-2026.7
70	9	29	113.78	8.1371	-2041.2
70	9	33	114.24	8.2033	-2048.5
85	4	13	68.452	7.0739	-1798.7
85	4	17	70.747	7.3271	-1825.9
85	4	21	71.501	7.4132	-1835.1
85	4	25	71.72	7.4434	-1837.8
85	4	29	71.881	7.4633	-1838.9
85	4	33	72.06	7.4794	-1841.2
85	5	13	78.749	7.1651	-1892.9
85	5	17	82.258	7.5264	-1947
85	5	21	83.537	7.6625	-1966.7
85	5	25	84.023	7.7177	-1974.4
85	5	29	84.218	7.7418	-1977.4
85	5	33	84.346	7.7575	-1978.7
85	6	13	86.961	7.1591	-1980.6
85	6	17	91.598	7.6241	-2050
85	6	21	93.377	7.8133	-2075.7
85	6	25	94.104	7.8935	-2087.4
85	6	29	94.423	7.9305	-2092.6
85	6	33	94.567	7.9497	-2094.8
85	7	13	93.435	7.0997	-2047.3
85	7	17	99.061	7.6622	-2130.9
85	7	21	101.26	7.9028	-2164.4
85	7	25	102.18	8.0092	-2179
85	7	29	102.6	8.0595	-2185.8
85	7	33	102.8	8.0848	-2188.9
85	8	13	98.607	7.0105	-2100.4
85	8	17	105.07	7.6616	-2196.2
85	8	21	107.57	7.951	-2236.5
85	8	25	108.62	8.0839	-2253.6
85	8	29	109.1	8.1467	-2261.4
85	8	33	109.33	8.1797	-2265.3
85	9	13	102.79	6.9053	-2141.1
85	9	17	109.92	7.6376	-2250.3
85	9	21	112.61	7.9734	-2293.9
85	9	25	113.76	8.1311	-2312.4
85	9	29	114.3	8.2072	-2320.6
85	9	33	114.54	8.2466	-2324.4
